clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
21,320,domicilio,en curso,2021-01-25 12:35
81,138,piso,lista,2019-03-10 1:24
53,207,piso,lista,2021-09-20 7:55
95,159,piso,lista,2021-09-24 6:01
31,91,domicilio,en curso,2020-07-04 4:08
66,529,domicilio,lista,2021-07-13 9:26
70,698,piso,lista,2021-07-10 1:05
53,183,piso,en curso,2019-08-30 8:56
15,928,domicilio,lista,2019-09-20 9:53
8,748,piso,lista,2021-12-22 8:47
35,882,domicilio,lista,2020-02-03 10:42
4,99,piso,en curso,2020-04-23 2:43
82,768,domicilio,en curso,2019-07-06 2:59
42,339,piso,en curso,2021-01-30 2:02
42,672,domicilio,lista,2019-04-05 6:07
66,787,piso,en curso,2020-04-23 11:15
10,113,piso,en curso,2019-01-09 2:26
53,680,piso,en curso,2019-09-11 2:27
81,917,domicilio,lista,2021-06-30 2:28
83,114,domicilio,lista,2021-10-07 6:07
36,396,piso,en curso,2020-08-14 6:55
34,261,domicilio,en curso,2020-09-26 5:03
91,878,piso,lista,2019-10-14 12:50
80,546,domicilio,lista,2019-01-28 11:21
47,234,piso,en curso,2019-01-12 5:54
57,379,piso,en curso,2019-10-14 2:34
33,700,domicilio,en curso,2021-06-22 2:13
44,229,piso,lista,2021-07-18 3:04
72,47,domicilio,en curso,2019-06-03 1:58
26,105,domicilio,en curso,2021-11-30 10:36
87,862,piso,lista,2020-02-26 2:23
86,10,domicilio,en curso,2019-10-20 1:58
3,879,piso,en curso,2019-08-31 2:20
88,129,piso,lista,2020-04-26 12:05
43,916,domicilio,lista,2019-07-12 5:41
46,228,domicilio,lista,2019-08-22 6:29
18,371,domicilio,lista,2019-10-28 5:41
1,772,domicilio,lista,2020-11-06 1:25
76,454,piso,lista,2019-11-19 9:25
97,986,domicilio,lista,2020-05-01 1:58
65,835,piso,en curso,2020-10-24 3:00
88,192,piso,lista,2021-07-26 4:24
30,625,domicilio,en curso,2021-04-21 1:38
34,902,piso,en curso,2021-05-26 8:12
59,382,piso,en curso,2019-01-14 3:40
23,742,domicilio,lista,2021-03-19 2:31
38,901,piso,lista,2020-04-07 12:47
6,348,domicilio,en curso,2019-12-07 1:04
49,288,piso,en curso,2021-12-22 3:28
2,504,piso,lista,2020-06-14 7:04
25,578,piso,en curso,2019-04-27 5:50
15,988,domicilio,lista,2020-09-05 7:47
97,580,domicilio,lista,2020-03-22 5:46
65,422,piso,en curso,2021-01-23 10:24
66,203,piso,lista,2019-04-24 9:02
47,339,piso,lista,2021-04-16 5:06
55,258,piso,en curso,2020-05-26 5:45
21,382,piso,lista,2019-05-23 7:35
60,778,piso,lista,2020-11-23 8:02
78,186,domicilio,en curso,2020-04-22 8:32
2,720,piso,en curso,2020-02-24 12:22
7,298,piso,lista,2020-02-11 7:06
90,909,domicilio,en curso,2021-06-10 8:28
58,236,piso,lista,2019-05-09 3:08
37,819,piso,en curso,2021-11-10 1:22
30,979,piso,lista,2020-11-10 2:08
23,53,piso,lista,2020-01-19 8:54
71,508,piso,lista,2019-01-12 3:08
17,720,piso,lista,2020-10-03 1:43
19,805,domicilio,lista,2019-01-04 7:15
93,958,piso,en curso,2021-06-14 5:39
62,923,piso,en curso,2021-01-22 9:34
86,650,piso,lista,2020-04-03 8:32
11,310,domicilio,en curso,2020-05-23 8:56
3,337,domicilio,en curso,2021-06-12 9:35
96,592,piso,en curso,2021-04-03 12:59
28,206,piso,en curso,2021-01-07 12:36
54,794,piso,en curso,2021-02-10 11:28
13,436,domicilio,lista,2020-07-12 6:27
35,783,piso,en curso,2019-05-18 6:01
32,708,domicilio,en curso,2020-05-29 3:05
34,93,domicilio,en curso,2020-07-16 5:41
59,5,piso,en curso,2019-07-16 10:13
47,464,piso,lista,2021-01-15 12:10
6,905,piso,lista,2021-02-21 8:32
13,18,domicilio,en curso,2020-05-02 8:10
18,801,domicilio,en curso,2019-08-22 12:15
75,360,domicilio,lista,2021-08-12 8:29
34,382,domicilio,en curso,2020-01-05 10:43
57,746,piso,en curso,2020-10-17 3:27
92,269,domicilio,en curso,2021-04-08 11:15
94,312,domicilio,lista,2019-06-03 6:49
55,42,piso,en curso,2019-05-15 8:14
35,183,domicilio,lista,2020-01-22 12:57
79,203,piso,en curso,2021-05-26 6:24
99,782,domicilio,lista,2020-07-08 7:06
53,657,piso,en curso,2020-11-17 7:51
24,221,piso,en curso,2020-10-08 9:39
97,45,domicilio,en curso,2020-12-08 12:18
97,86,piso,lista,2019-04-04 7:00
21,943,domicilio,en curso,2021-05-03 10:34
41,472,domicilio,lista,2019-06-23 11:38
10,234,piso,lista,2020-01-27 1:25
64,892,domicilio,en curso,2021-04-12 10:14
96,539,domicilio,lista,2021-03-28 7:22
35,874,piso,lista,2021-04-10 5:28
50,99,domicilio,en curso,2021-11-14 2:35
57,349,piso,lista,2021-07-06 7:29
87,827,domicilio,lista,2020-08-14 1:33
3,484,piso,en curso,2021-11-16 2:24
48,411,piso,en curso,2020-11-26 12:55
97,254,domicilio,lista,2019-08-21 8:53
40,503,domicilio,lista,2019-06-14 6:14
77,435,domicilio,lista,2019-08-10 5:03
94,587,domicilio,en curso,2021-03-23 3:18
89,345,domicilio,lista,2019-02-16 4:31
58,480,domicilio,lista,2020-06-11 5:04
33,362,piso,en curso,2019-07-19 12:26
31,554,domicilio,lista,2021-09-24 7:15
29,692,piso,en curso,2021-11-26 4:54
4,698,domicilio,en curso,2020-05-02 3:23
88,24,domicilio,lista,2020-04-22 5:42
28,529,piso,lista,2019-06-05 12:18
84,697,domicilio,lista,2019-11-11 12:25
3,259,piso,en curso,2020-08-09 7:06
24,411,piso,lista,2020-08-21 2:39
46,9,piso,lista,2019-10-06 9:24
2,865,piso,lista,2019-07-16 6:48
41,69,domicilio,lista,2020-02-11 1:25
70,32,piso,en curso,2019-11-25 4:30
16,101,piso,en curso,2019-12-22 2:27
15,982,piso,en curso,2020-01-03 10:56
87,919,piso,lista,2021-06-25 6:52
9,661,piso,en curso,2020-08-31 4:43
81,355,piso,lista,2019-07-22 9:54
81,384,piso,lista,2019-06-29 4:30
49,529,domicilio,en curso,2021-11-08 10:28
30,204,domicilio,lista,2019-06-05 9:18
71,579,piso,lista,2020-09-27 6:20
11,562,piso,lista,2020-05-16 1:33
13,748,piso,en curso,2019-12-23 5:38
77,855,domicilio,en curso,2019-11-12 11:27
12,264,piso,lista,2019-01-02 12:14
17,495,domicilio,lista,2020-01-01 10:19
10,19,piso,en curso,2020-06-28 7:46
46,768,piso,en curso,2019-09-24 9:35
91,114,piso,en curso,2020-04-20 11:31
77,198,piso,lista,2021-05-10 8:23
15,772,piso,lista,2019-10-05 12:18
46,647,domicilio,en curso,2019-09-29 1:35
76,973,piso,lista,2020-06-03 9:22
6,831,domicilio,en curso,2021-08-16 6:53
62,82,domicilio,lista,2021-09-29 12:13
79,909,domicilio,en curso,2021-09-05 1:20
85,211,domicilio,en curso,2021-07-20 7:02
65,405,piso,en curso,2020-05-15 10:05
1,895,piso,en curso,2020-10-31 12:19
90,119,piso,lista,2021-09-26 11:33
100,852,piso,lista,2019-05-05 3:55
40,657,domicilio,lista,2020-07-28 8:40
32,978,piso,en curso,2020-12-08 7:48
55,295,piso,lista,2020-06-13 1:31
92,907,domicilio,lista,2020-02-06 6:32
84,750,piso,en curso,2020-04-23 12:42
9,745,domicilio,en curso,2019-06-21 10:28
51,426,piso,lista,2020-08-06 6:54
43,97,domicilio,lista,2019-08-15 7:25
95,185,domicilio,lista,2019-01-28 5:07
41,92,piso,lista,2021-06-11 1:12
19,578,piso,lista,2020-10-26 1:50
39,63,domicilio,en curso,2021-11-01 7:51
78,481,piso,lista,2021-11-24 9:37
78,333,domicilio,lista,2020-05-22 4:21
51,999,piso,lista,2020-02-14 11:59
98,355,piso,lista,2020-03-31 5:59
88,913,domicilio,lista,2020-01-09 2:02
78,941,piso,en curso,2021-11-20 4:24
12,319,domicilio,en curso,2019-03-07 10:45
6,94,piso,lista,2021-04-05 7:25
15,35,piso,lista,2021-01-07 10:02
35,129,piso,en curso,2019-07-18 1:04
24,282,domicilio,en curso,2021-04-19 12:57
28,724,piso,en curso,2019-12-31 5:11
10,888,domicilio,en curso,2019-02-21 5:30
86,268,domicilio,lista,2019-07-31 2:57
83,382,domicilio,en curso,2021-03-29 1:13
46,569,domicilio,en curso,2020-05-01 11:43
28,31,piso,en curso,2020-03-24 8:15
54,716,piso,lista,2020-06-05 2:52
43,88,piso,lista,2020-04-12 6:44
42,108,domicilio,en curso,2020-08-04 7:55
99,921,piso,lista,2020-08-06 12:01
3,529,domicilio,en curso,2020-08-18 10:35
13,97,piso,lista,2019-02-26 10:47
58,637,domicilio,en curso,2021-05-13 2:23
53,541,piso,en curso,2020-01-01 3:37
35,173,domicilio,lista,2021-11-19 6:47
52,955,domicilio,lista,2020-06-14 5:54
1,245,domicilio,lista,2019-01-22 8:24
41,485,piso,lista,2019-01-26 7:57
59,958,domicilio,en curso,2020-10-02 3:53
37,618,domicilio,lista,2020-06-11 7:58
87,15,piso,en curso,2020-09-10 12:22
96,939,piso,en curso,2019-12-15 4:12
47,801,domicilio,lista,2021-04-29 3:26
31,686,piso,en curso,2019-06-22 2:35
89,202,piso,en curso,2021-11-16 10:37
99,799,piso,lista,2021-12-24 12:13
39,155,domicilio,en curso,2020-05-14 6:54
61,629,domicilio,en curso,2020-12-09 12:21
93,603,domicilio,lista,2021-08-08 9:12
98,328,domicilio,en curso,2019-11-07 9:22
8,959,piso,en curso,2019-10-07 11:03
44,533,piso,lista,2019-07-01 8:51
69,173,piso,lista,2021-01-25 1:14
44,369,piso,en curso,2021-06-10 9:52
35,734,domicilio,lista,2020-07-28 11:14
11,409,domicilio,lista,2019-06-16 3:53
45,862,piso,en curso,2021-02-01 9:36
27,640,domicilio,lista,2019-07-17 5:02
4,253,domicilio,en curso,2020-08-16 1:50
40,668,piso,en curso,2020-07-25 2:27
7,735,piso,en curso,2019-01-25 3:58
85,851,domicilio,lista,2020-02-06 1:20
19,167,domicilio,en curso,2019-03-27 2:18
37,449,piso,en curso,2019-10-05 10:07
64,264,piso,lista,2019-05-31 10:29
91,721,domicilio,lista,2021-12-23 1:57
87,279,domicilio,lista,2020-03-28 3:03
16,931,domicilio,lista,2021-03-27 12:21
41,836,piso,lista,2021-10-03 10:20
85,351,domicilio,lista,2019-10-04 3:53
80,762,domicilio,lista,2021-04-14 6:27
50,372,domicilio,en curso,2019-08-11 2:03
80,902,domicilio,lista,2019-02-28 3:14
16,54,domicilio,en curso,2020-11-07 5:45
92,487,piso,en curso,2020-03-18 8:44
2,929,piso,en curso,2020-04-27 11:55
33,821,domicilio,en curso,2021-09-05 6:58
7,628,piso,en curso,2019-05-06 6:46
4,990,piso,en curso,2019-04-16 6:10
60,341,piso,lista,2019-06-17 6:48
86,847,domicilio,en curso,2019-04-11 4:28
2,985,domicilio,en curso,2020-08-04 10:52
7,287,domicilio,lista,2020-07-22 11:56
33,741,domicilio,lista,2019-06-03 4:30
35,864,domicilio,lista,2019-10-18 5:13
11,732,domicilio,en curso,2019-12-15 9:35
81,353,piso,lista,2021-09-05 12:51
58,872,piso,en curso,2021-05-09 10:51
17,503,domicilio,lista,2020-01-19 3:36
30,885,piso,lista,2020-01-12 4:21
41,824,piso,lista,2019-09-09 9:46
96,189,piso,en curso,2020-11-28 5:51
42,528,piso,en curso,2021-11-16 5:41
29,789,piso,lista,2021-11-04 2:56
89,505,piso,lista,2019-03-21 2:14
24,750,piso,en curso,2020-11-18 4:58
28,196,domicilio,lista,2019-06-27 12:03
20,29,piso,en curso,2019-01-06 12:27
86,417,domicilio,lista,2020-01-05 9:18
2,429,piso,lista,2021-10-02 6:41
69,933,domicilio,lista,2020-10-27 2:25
12,892,piso,lista,2021-12-10 8:54
44,253,piso,lista,2021-07-09 3:26
53,230,piso,en curso,2020-03-15 12:40
23,343,domicilio,lista,2019-04-18 2:53
69,73,domicilio,en curso,2019-03-08 12:00
24,189,piso,lista,2019-02-14 10:21
69,659,domicilio,en curso,2020-08-07 6:09
61,59,piso,en curso,2020-10-21 2:11
97,671,piso,en curso,2020-03-17 1:17
89,934,piso,en curso,2021-04-16 1:59
31,771,piso,lista,2020-09-09 6:12
36,999,domicilio,en curso,2019-06-11 1:24
33,817,piso,en curso,2020-12-28 1:10
98,470,domicilio,lista,2021-05-20 9:10
22,49,piso,en curso,2019-12-07 4:56
21,128,domicilio,lista,2021-01-02 1:07
81,389,piso,en curso,2021-08-09 10:15
24,8,domicilio,lista,2019-01-13 3:41
92,278,piso,en curso,2020-12-31 1:49
71,874,piso,en curso,2021-03-21 12:58
6,558,domicilio,en curso,2021-07-11 2:29
17,159,domicilio,lista,2020-10-02 7:56
47,964,domicilio,lista,2019-09-16 11:49
90,993,piso,en curso,2020-12-28 2:47
71,910,domicilio,lista,2020-09-01 2:32
90,219,domicilio,en curso,2019-05-31 2:53
69,971,piso,lista,2021-08-29 8:28
32,377,domicilio,lista,2020-09-20 10:13
87,87,domicilio,en curso,2020-07-08 5:43
68,121,domicilio,en curso,2019-08-14 8:50
56,415,domicilio,en curso,2019-12-21 3:26
97,115,domicilio,en curso,2019-12-23 10:05
65,998,domicilio,en curso,2020-09-17 2:14
53,89,domicilio,lista,2021-12-26 6:41
71,19,domicilio,en curso,2019-01-24 6:15
40,852,piso,lista,2020-12-21 6:00
45,304,domicilio,en curso,2020-04-22 3:13
19,246,piso,lista,2020-01-15 1:49
3,104,piso,lista,2020-11-28 11:53
22,20,domicilio,lista,2019-10-09 3:00
1,789,domicilio,en curso,2020-08-28 1:19
54,756,piso,en curso,2019-10-02 8:30
76,457,piso,en curso,2020-08-31 7:41
18,425,domicilio,en curso,2020-06-13 5:38
22,523,domicilio,lista,2021-08-13 5:01
83,579,piso,lista,2021-11-21 3:50
70,985,domicilio,lista,2021-04-06 6:03
88,249,piso,en curso,2021-12-13 4:11
28,725,piso,en curso,2021-09-11 11:31
93,49,piso,lista,2021-02-01 2:07
64,122,piso,en curso,2019-10-20 4:50
49,689,domicilio,en curso,2021-03-02 12:28
85,124,domicilio,lista,2020-03-29 5:52
89,133,domicilio,en curso,2021-08-01 1:09
25,460,piso,en curso,2019-02-09 3:09
30,105,piso,en curso,2021-12-02 5:35
52,786,piso,en curso,2019-06-19 8:26
43,304,piso,en curso,2019-11-08 12:50
55,530,domicilio,en curso,2021-07-16 1:28
20,323,domicilio,en curso,2019-09-30 8:40
17,274,piso,en curso,2021-12-22 1:41
62,261,piso,lista,2019-12-11 7:46
50,32,domicilio,lista,2021-12-05 11:25
83,565,domicilio,lista,2019-08-10 3:55
35,309,domicilio,en curso,2019-10-21 7:46
82,999,piso,en curso,2020-05-20 4:25
80,215,domicilio,en curso,2019-11-12 8:07
67,234,domicilio,lista,2020-01-25 5:53
97,628,piso,lista,2019-10-15 3:40
100,763,piso,en curso,2021-01-10 7:29
30,241,piso,lista,2020-09-11 1:18
68,970,piso,lista,2020-12-05 11:07
7,261,piso,lista,2021-05-14 8:07
68,620,domicilio,lista,2019-11-08 2:51
14,725,domicilio,en curso,2019-06-25 8:09
84,377,domicilio,en curso,2020-08-13 1:58
57,409,domicilio,en curso,2020-07-13 4:56
8,807,piso,lista,2021-12-06 6:57
35,188,domicilio,en curso,2019-07-20 10:04
16,48,domicilio,lista,2020-12-07 7:13
66,118,domicilio,lista,2021-03-20 3:24
98,84,domicilio,lista,2019-04-09 4:31
52,369,piso,lista,2021-09-03 9:54
95,896,domicilio,en curso,2019-10-26 6:17
35,587,domicilio,lista,2021-02-28 7:32
58,395,piso,en curso,2020-03-22 2:14
53,904,piso,en curso,2019-04-24 6:43
84,124,piso,en curso,2020-04-04 2:03
14,574,domicilio,en curso,2020-07-01 9:27
64,766,piso,lista,2020-12-04 7:32
9,208,domicilio,lista,2020-06-23 2:40
13,68,domicilio,lista,2021-02-08 8:58
77,810,piso,lista,2019-01-24 12:09
66,527,domicilio,en curso,2019-08-09 2:56
84,721,domicilio,lista,2019-09-13 10:10
34,278,piso,en curso,2019-02-20 2:40
99,657,domicilio,lista,2019-07-01 7:27
5,490,domicilio,lista,2019-01-18 8:04
12,586,domicilio,lista,2020-08-14 12:59
26,582,domicilio,lista,2021-10-06 11:39
12,976,piso,lista,2021-04-20 11:23
84,198,domicilio,en curso,2021-07-04 9:59
15,805,domicilio,en curso,2021-03-17 9:27
51,40,domicilio,en curso,2020-10-20 11:03
96,370,domicilio,en curso,2020-10-14 4:35
16,118,piso,en curso,2021-03-17 7:08
11,784,piso,lista,2020-07-29 8:07
48,757,piso,en curso,2020-07-08 1:48
26,940,piso,en curso,2020-01-04 3:13
26,192,piso,lista,2019-07-24 5:16
48,199,domicilio,en curso,2021-04-13 8:38
4,853,domicilio,en curso,2020-03-07 5:12
4,548,piso,en curso,2019-05-04 3:38
45,611,piso,lista,2021-01-05 7:06
32,559,domicilio,lista,2020-05-18 2:29
77,240,domicilio,lista,2020-02-27 7:41
79,926,domicilio,lista,2019-07-24 9:28
70,108,piso,lista,2020-11-03 11:55
75,660,piso,lista,2019-12-22 2:46
8,710,domicilio,lista,2020-12-18 8:59
1,720,domicilio,en curso,2019-01-06 9:31
85,743,domicilio,lista,2019-12-11 4:18
89,800,piso,lista,2021-01-07 12:42
43,619,domicilio,lista,2019-05-25 3:58
90,201,domicilio,en curso,2021-12-24 10:35
60,530,domicilio,en curso,2021-09-15 6:55
72,1000,piso,lista,2020-01-26 2:58
13,626,piso,lista,2021-10-19 8:29
69,756,domicilio,lista,2019-09-18 12:53
74,102,piso,lista,2021-10-22 2:14
53,64,domicilio,en curso,2020-02-10 7:57
48,449,domicilio,en curso,2020-06-27 2:44
78,834,domicilio,en curso,2020-01-21 9:30
46,773,domicilio,lista,2021-12-16 2:36
61,832,piso,en curso,2019-02-13 5:22
83,366,domicilio,en curso,2019-12-20 6:40
19,979,domicilio,lista,2019-03-11 8:37
54,196,domicilio,lista,2020-06-09 9:59
7,129,piso,lista,2021-06-25 2:16
21,519,piso,en curso,2019-03-05 7:23
33,956,piso,en curso,2019-07-04 7:41
46,288,domicilio,en curso,2020-08-25 4:23
74,759,piso,lista,2020-11-22 8:29
38,9,domicilio,lista,2020-12-18 6:44
29,102,piso,en curso,2021-05-22 4:17
96,789,piso,lista,2019-01-19 7:42
9,475,domicilio,lista,2020-02-09 6:59
43,241,domicilio,lista,2019-01-25 8:35
99,95,domicilio,en curso,2021-01-09 8:59
77,955,domicilio,lista,2020-03-21 4:32
61,380,domicilio,en curso,2020-06-29 7:55
7,427,piso,lista,2021-03-10 4:27
15,430,domicilio,lista,2020-01-29 8:44
14,786,domicilio,lista,2020-02-20 12:16
94,85,piso,lista,2020-12-09 3:17
64,223,domicilio,lista,2020-03-09 2:00
91,544,piso,lista,2021-09-17 1:56
99,10,domicilio,en curso,2019-02-03 1:36
49,720,domicilio,lista,2021-02-17 8:22
85,477,domicilio,en curso,2021-06-05 3:40
16,524,piso,en curso,2021-11-03 12:17
60,144,domicilio,en curso,2020-08-19 5:07
84,215,piso,en curso,2021-02-13 10:28
50,883,piso,en curso,2019-06-26 8:46
46,270,domicilio,lista,2021-07-01 2:25
81,841,domicilio,lista,2019-08-07 7:10
38,619,piso,lista,2021-06-04 5:33
96,71,domicilio,en curso,2019-05-17 5:11
95,833,domicilio,lista,2019-01-12 2:30
49,499,domicilio,en curso,2020-08-18 5:21
59,325,piso,en curso,2021-05-01 3:31
31,246,piso,lista,2019-12-19 5:14
6,465,piso,en curso,2021-01-15 9:09
59,465,piso,en curso,2021-06-05 1:04
95,190,piso,lista,2021-05-28 1:32
76,39,piso,lista,2020-01-08 1:53
77,754,piso,en curso,2019-10-04 7:35
3,690,piso,lista,2020-05-07 10:27
31,871,domicilio,lista,2021-04-12 3:32
4,36,piso,lista,2019-02-24 8:22
95,81,piso,lista,2019-04-18 10:00
88,242,domicilio,lista,2020-10-02 8:51
56,180,piso,lista,2020-06-08 10:17
97,664,domicilio,lista,2019-04-13 10:14
35,62,piso,lista,2019-08-11 9:43
20,5,piso,lista,2021-10-19 1:00
29,131,piso,lista,2020-08-02 4:53
72,326,piso,lista,2020-03-08 7:38
8,563,piso,en curso,2019-11-14 8:50
83,480,domicilio,en curso,2020-07-18 6:22
72,355,domicilio,en curso,2019-05-02 2:39
12,620,piso,en curso,2021-01-16 7:05
100,590,domicilio,en curso,2021-01-27 11:54
55,533,domicilio,lista,2020-11-19 4:55
11,655,piso,lista,2019-06-06 4:21
86,224,domicilio,en curso,2021-11-11 8:20
91,573,piso,lista,2019-03-31 2:54
27,790,domicilio,lista,2019-05-20 4:25
57,193,domicilio,en curso,2019-05-26 8:38
46,493,domicilio,lista,2020-08-20 11:35
35,993,domicilio,lista,2020-09-28 10:33
44,183,piso,en curso,2020-02-11 6:02
38,570,domicilio,en curso,2020-08-09 3:00
32,292,domicilio,lista,2020-11-03 10:03
30,986,domicilio,lista,2019-09-27 1:34
14,66,piso,en curso,2020-11-04 12:12
68,91,domicilio,en curso,2019-01-15 6:26
54,287,domicilio,lista,2021-03-04 12:43
33,781,piso,en curso,2019-10-17 3:30
48,292,piso,lista,2020-03-24 10:55
60,602,piso,en curso,2020-12-20 8:10
56,223,piso,en curso,2020-06-30 1:16
16,293,piso,lista,2019-11-16 5:08
24,621,domicilio,en curso,2020-04-11 12:08
45,73,domicilio,lista,2021-03-11 3:50
18,366,piso,lista,2020-09-19 9:10
36,283,domicilio,en curso,2019-05-26 9:55
28,569,piso,lista,2020-02-27 8:58
67,947,piso,lista,2020-01-23 12:39
64,263,domicilio,lista,2020-02-26 10:29
3,535,domicilio,en curso,2021-11-25 9:25
88,920,piso,lista,2020-03-25 7:25
55,320,piso,lista,2020-08-06 9:26
90,913,domicilio,en curso,2019-08-24 2:53
37,219,piso,en curso,2020-12-10 3:17
72,2,domicilio,en curso,2021-03-23 4:13
91,139,piso,lista,2019-04-05 8:19
65,131,domicilio,en curso,2020-02-03 7:51
80,481,domicilio,en curso,2020-02-03 2:08
15,808,domicilio,lista,2019-09-16 7:15
31,867,domicilio,en curso,2021-02-12 12:03
53,846,piso,lista,2021-11-02 4:33
32,853,piso,en curso,2021-06-15 12:25
93,693,domicilio,lista,2019-08-02 6:27
92,937,piso,en curso,2019-06-03 4:41
53,906,piso,lista,2019-03-02 8:37
7,662,piso,en curso,2020-06-14 2:15
77,808,domicilio,en curso,2021-09-24 8:37
3,514,domicilio,en curso,2019-12-20 11:15
31,742,domicilio,lista,2019-01-19 3:14
7,797,domicilio,en curso,2020-02-20 9:35
23,7,domicilio,lista,2020-09-30 11:00
86,531,piso,lista,2021-08-18 5:05
94,28,piso,en curso,2021-11-01 4:51
34,306,domicilio,en curso,2020-04-08 9:30
16,925,piso,en curso,2019-05-31 7:44
37,748,piso,en curso,2019-07-10 11:36
33,700,piso,en curso,2020-07-02 5:29
82,179,domicilio,lista,2020-06-11 10:56
57,412,piso,lista,2021-01-11 8:13
10,948,piso,en curso,2020-05-19 6:35
82,350,domicilio,en curso,2020-01-23 1:34
51,826,piso,lista,2019-05-27 11:49
62,663,domicilio,lista,2021-06-16 1:11
96,851,domicilio,en curso,2019-09-09 12:35
74,7,piso,en curso,2020-05-12 10:49
50,916,piso,lista,2021-04-10 12:30
33,144,piso,lista,2021-09-08 10:36
1,787,domicilio,en curso,2021-08-31 9:08
66,728,piso,en curso,2020-10-19 7:32
92,251,domicilio,en curso,2020-11-30 5:19
64,230,piso,lista,2020-11-15 7:47
69,771,piso,lista,2021-03-12 8:51
90,613,piso,en curso,2020-03-21 4:14
96,438,piso,en curso,2021-07-16 1:05
71,633,piso,lista,2021-05-19 7:35
91,127,domicilio,en curso,2020-03-25 7:29
95,655,piso,lista,2019-09-16 12:45
16,361,piso,lista,2020-09-03 1:58
5,24,domicilio,en curso,2019-02-21 10:55
98,771,piso,lista,2021-07-19 2:07
54,737,domicilio,lista,2019-01-16 12:12
85,693,piso,en curso,2019-05-06 5:29
76,303,domicilio,en curso,2019-01-28 6:37
71,358,piso,lista,2021-10-07 2:32
38,893,piso,en curso,2020-11-17 1:35
4,973,piso,lista,2020-09-18 11:34
74,594,piso,en curso,2019-07-02 2:44
86,1,domicilio,en curso,2020-12-27 4:04
36,119,piso,lista,2020-03-23 4:29
97,152,piso,en curso,2019-05-06 1:52
77,960,domicilio,lista,2020-04-12 4:06
5,273,piso,en curso,2019-04-17 9:16
54,177,domicilio,en curso,2020-11-28 1:04
31,784,piso,en curso,2019-11-29 12:05
51,566,domicilio,en curso,2020-02-06 9:57
88,519,piso,en curso,2020-11-24 10:48
70,578,domicilio,lista,2021-05-03 1:52
61,845,piso,lista,2021-07-03 6:05
75,120,piso,en curso,2020-05-17 4:07
56,392,piso,lista,2020-01-04 12:08
64,454,piso,lista,2019-04-03 12:51
54,625,piso,en curso,2019-05-06 8:06
52,222,piso,en curso,2019-06-17 3:24
9,274,domicilio,en curso,2019-06-22 1:01
45,744,domicilio,lista,2019-08-14 3:49
90,148,domicilio,lista,2019-01-04 4:13
34,103,piso,lista,2021-01-29 5:26
57,161,domicilio,lista,2021-06-09 1:50
75,644,piso,en curso,2021-01-27 1:29
87,625,piso,en curso,2020-04-23 10:52
63,839,piso,en curso,2021-10-02 1:03
